"card_id","date","sport","match","competition","governing_body","rulebook_or_playing_conditions","settlement_convention","market_group","rank","option","stated_probability_bucket","stated_probability","frequency_count_base","projection_band","line_or_threshold","result","win_loss_push","top_pick_loss","bottom_pick_win","top_half_sweep_exemption","penalty_applied","ruleset_error","availability_or_eligibility_error","settlement_convention_error","source_status_error","projection_error","rank_slot_calibration_error","settlement_source","phase_source","notes","form_delta_verdict","form_anchor_window","press_signal_class","press_signal_quote_logged","press_signal_direction_hypothesis","press_signal_outcome","officials_named","officials_source_timestamp","officials_impact_note","source_confidence_score","source_disagreement_note","similar_condition_form","role_replacement_bench_verdict","style_fit_note","volatility_stability_note","prediction_triggers"
"MLB-20260625-TEX-MIA","2026-06-25","MLB","Texas Rangers @ Miami Marlins","MLB regular season","MLB","MLB regular-season rules","Full including extras","Marlins +1.5, Rangers win, total 7.5","3","Rangers +0.5 / Rangers to win","50-59","0.54","","TEX 3.8-4.2, MIA 2.8-3.4","Rangers +0.5 / Rangers to win","Miami Marlins 4, Texas Rangers 2; total 6","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","MLB Stats API/ESPN/AP final","MLB line score","Exact road winner missed.","MIA hot June/home form","L10 plus lineup","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Low-total cushion over ML","Medium late-relief volatility","Home contact/returning starter can beat ace road ML"
"MLB-20260625-TEX-MIA","2026-06-25","MLB","Texas Rangers @ Miami Marlins","MLB regular season","MLB","MLB regular-season rules","Full including extras","Marlins +1.5, Rangers win, total 7.5","4","Combined Total Over 7.5","40-49","0.45","","TEX 3.8-4.2, MIA 2.8-3.4","Combined Total Over 7.5","Miami Marlins 4, Texas Rangers 2; total 6","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","MLB Stats API/ESPN/AP final","MLB line score","Bottom lost; no penalty.","MIA hot June/home form","L10 plus lineup","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Low-total cushion over ML","Medium late-relief volatility","Home contact/returning starter can beat ace road ML"
"CRIC-WT20-20260625-ENG-WI","2026-06-25","Cricket/WT20I","England Women vs West Indies Women","ICC Women T20 World Cup Group B","ICC","ICC WT20I playing conditions","England first innings; DLS sensitive","England innings 175.5 and PP 51.5","1","England 20 overs Under 175.5","60-69","0.60","","England 158-172, PP 43-50","England 20 overs Under 175.5","England 186/7; PP 46/2; West Indies 148/5","L","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","ESPNcricinfo/Cricbuzz/Guardian final","ESPNcricinfo powerplay table","Top full under lost.","Elite ceiling/fielding leakage","Tournament current form","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","PP under/full over split","High WT20I ceiling volatility","Do not cap elite full innings from venue average alone"
"CRIC-WT20-20260625-ENG-WI","2026-06-25","Cricket/WT20I","England Women vs West Indies Women","ICC Women T20 World Cup Group B","ICC","ICC WT20I playing conditions","England first innings; DLS sensitive","England innings 175.5 and PP 51.5","2","England first 6 overs Under 51.5","50-59","0.56","","England 158-172, PP 43-50","England first 6 overs Under 51.5","England 186/7; PP 46/2; West Indies 148/5","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPNcricinfo/Cricbuzz/Guardian final","ESPNcricinfo powerplay table","PP under won.","Elite ceiling/fielding leakage","Tournament current form","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","PP under/full over split","High WT20I ceiling volatility","Do not cap elite full innings from venue average alone"
"CRIC-WT20-20260625-ENG-WI","2026-06-25","Cricket/WT20I","England Women vs West Indies Women","ICC Women T20 World Cup Group B","ICC","ICC WT20I playing conditions","England first innings; DLS sensitive","England innings 175.5 and PP 51.5","3","England first 6 overs Over 51.5","40-49","0.44","","England 158-172, PP 43-50","England first 6 overs Over 51.5","England 186/7; PP 46/2; West Indies 148/5","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPNcricinfo/Cricbuzz/Guardian final","ESPNcricinfo powerplay table","PP over lost.","Elite ceiling/fielding leakage","Tournament current form","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","PP under/full over split","High WT20I ceiling volatility","Do not cap elite full innings from venue average alone"
"CRIC-WT20-20260625-ENG-WI","2026-06-25","Cricket/WT20I","England Women vs West Indies Women","ICC Women T20 World Cup Group B","ICC","ICC WT20I playing conditions","England first innings; DLS sensitive","England innings 175.5 and PP 51.5","4","England 20 overs Over 175.5","40-49","0.40","","England 158-172, PP 43-50","England 20 overs Over 175.5","England 186/7; PP 46/2; West Indies 148/5","W","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","ESPNcricinfo/Cricbuzz/Guardian final","ESPNcricinfo powerplay table","Bottom full over won.","Elite ceiling/fielding leakage","Tournament current form","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","PP under/full over split","High WT20I ceiling volatility","Do not cap elite full innings from venue average alone"
"BASK-ACB-20260625-BAR-VBC","2026-06-25","Basketball/Spain ACB","FC Barcelona vs Valencia Basket","Liga Endesa Finals Game 4","ACB/FIBA","FIBA-style 4x10","Full includes OT; Q1/1H regulation","Q1, 1H and full total","1","Combined 1st Quarter Under 42.5","60-69","0.64","","Q1 37.8-39.5, 1H 80-84, full 168-174","Combined 1st Quarter Under 42.5","Valencia 108, Barcelona 84; Q1 49; 1H 82; full 192","L","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","ACB live page; LiveScore/SportyTrader","Quarter splits","Top Q1 under failed.","Same-series trend broke","Finals G1-G3","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Elimination shot-making override","High finals phase volatility","Keep Q1 complements close in title games"
"BASK-ACB-20260625-BAR-VBC","2026-06-25","Basketball/Spain ACB","FC Barcelona vs Valencia Basket","Liga Endesa Finals Game 4","ACB/FIBA","FIBA-style 4x10","Full includes OT; Q1/1H regulation","Q1, 1H and full total","2","Combined 1st Half Under 85.5","50-59","0.58","","Q1 37.8-39.5, 1H 80-84, full 168-174","Combined 1st Half Under 85.5","Valencia 108, Barcelona 84; Q1 49; 1H 82; full 192","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ACB live page; LiveScore/SportyTrader","Quarter splits","1H under survived.","Same-series trend broke","Finals G1-G3","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Elimination shot-making override","High finals phase volatility","Keep Q1 complements close in title games"
"BASK-ACB-20260625-BAR-VBC","2026-06-25","Basketball/Spain ACB","FC Barcelona vs Valencia Basket","Liga Endesa Finals Game 4","ACB/FIBA","FIBA-style 4x10","Full includes OT; Q1/1H regulation","Q1, 1H and full total","3","Combined Total Under 177.5","50-59","0.55","","Q1 37.8-39.5, 1H 80-84, full 168-174","Combined Total Under 177.5","Valencia 108, Barcelona 84; Q1 49; 1H 82; full 192","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ACB live page; LiveScore/SportyTrader","Quarter splits","Full under lost.","Same-series trend broke","Finals G1-G3","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Elimination shot-making override","High finals phase volatility","Keep Q1 complements close in title games"
"BASK-ACB-20260625-BAR-VBC","2026-06-25","Basketball/Spain ACB","FC Barcelona vs Valencia Basket","Liga Endesa Finals Game 4","ACB/FIBA","FIBA-style 4x10","Full includes OT; Q1/1H regulation","Q1, 1H and full total","4","Combined Total Over 177.5","40-49","0.45","","Q1 37.8-39.5, 1H 80-84, full 168-174","Combined Total Over 177.5","Valencia 108, Barcelona 84; Q1 49; 1H 82; full 192","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ACB live page; LiveScore/SportyTrader","Quarter splits","Full over won.","Same-series trend broke","Finals G1-G3","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Elimination shot-making override","High finals phase volatility","Keep Q1 complements close in title games"
"BASK-ACB-20260625-BAR-VBC","2026-06-25","Basketball/Spain ACB","FC Barcelona vs Valencia Basket","Liga Endesa Finals Game 4","ACB/FIBA","FIBA-style 4x10","Full includes OT; Q1/1H regulation","Q1, 1H and full total","5","Combined 1st Half Over 85.5","40-49","0.42","","Q1 37.8-39.5, 1H 80-84, full 168-174","Combined 1st Half Over 85.5","Valencia 108, Barcelona 84; Q1 49; 1H 82; full 192","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ACB live page; LiveScore/SportyTrader","Quarter splits","1H over lost.","Same-series trend broke","Finals G1-G3","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Elimination shot-making override","High finals phase volatility","Keep Q1 complements close in title games"
"BASK-ACB-20260625-BAR-VBC","2026-06-25","Basketball/Spain ACB","FC Barcelona vs Valencia Basket","Liga Endesa Finals Game 4","ACB/FIBA","FIBA-style 4x10","Full includes OT; Q1/1H regulation","Q1, 1H and full total","6","Combined 1st Quarter Over 42.5","30-39","0.36","","Q1 37.8-39.5, 1H 80-84, full 168-174","Combined 1st Quarter Over 42.5","Valencia 108, Barcelona 84; Q1 49; 1H 82; full 192","W","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","ACB live page; LiveScore/SportyTrader","Quarter splits","Least-likely Q1 over won.","Same-series trend broke","Finals G1-G3","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Elimination shot-making override","High finals phase volatility","Keep Q1 complements close in title games"
"SOC-WC2026-20260625-SUI-CAN","2026-06-25","Soccer/FIFA World Cup","Switzerland vs Canada","FIFA World Cup Group B","FIFA/IFAB","World Cup group stage","Regulation 90 plus stoppage","1H 0.5 and full 2.5 goals","1","Combined 1H Goals Over 0.5","60-69","0.62","","Group B Matchday 3 phase/full split","Combined 1H Goals Over 0.5","Switzerland 2, Canada 1; HT 0-0; goals 46,57,76","L","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","Guardian/AP/ESPN/FOX final","Goal times","Top 1H over lost.","Current tournament state","Current tournament","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Final-group phase split","Soccer phase volatility","Separate 1H risk from full-game chase"
"SOC-WC2026-20260625-SUI-CAN","2026-06-25","Soccer/FIFA World Cup","Switzerland vs Canada","FIFA World Cup Group B","FIFA/IFAB","World Cup group stage","Regulation 90 plus stoppage","1H 0.5 and full 2.5 goals","2","Combined Total Goals Under 2.5","50-59","0.52","","Group B Matchday 3 phase/full split","Combined Total Goals Under 2.5","Switzerland 2, Canada 1; HT 0-0; goals 46,57,76","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Guardian/AP/ESPN/FOX final","Goal times","Full under lost.","Current tournament state","Current tournament","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Final-group phase split","Soccer phase volatility","Separate 1H risk from full-game chase"
"SOC-WC2026-20260625-SUI-CAN","2026-06-25","Soccer/FIFA World Cup","Switzerland vs Canada","FIFA World Cup Group B","FIFA/IFAB","World Cup group stage","Regulation 90 plus stoppage","1H 0.5 and full 2.5 goals","3","Combined Total Goals Over 2.5","40-49","0.48","","Group B Matchday 3 phase/full split","Combined Total Goals Over 2.5","Switzerland 2, Canada 1; HT 0-0; goals 46,57,76","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Guardian/AP/ESPN/FOX final","Goal times","Full over won.","Current tournament state","Current tournament","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Final-group phase split","Soccer phase volatility","Separate 1H risk from full-game chase"
"SOC-WC2026-20260625-SUI-CAN","2026-06-25","Soccer/FIFA World Cup","Switzerland vs Canada","FIFA World Cup Group B","FIFA/IFAB","World Cup group stage","Regulation 90 plus stoppage","1H 0.5 and full 2.5 goals","4","Combined 1H Goals Under 0.5","30-39","0.38","","Group B Matchday 3 phase/full split","Combined 1H Goals Under 0.5","Switzerland 2, Canada 1; HT 0-0; goals 46,57,76","W","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","Guardian/AP/ESPN/FOX final","Goal times","Bottom 1H under won.","Current tournament state","Current tournament","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Final-group phase split","Soccer phase volatility","Separate 1H risk from full-game chase"
"SOC-WC2026-20260625-BIH-QAT","2026-06-25","Soccer/FIFA World Cup","Bosnia-Herzegovina vs Qatar","FIFA World Cup Group B","FIFA/IFAB","World Cup group stage","Regulation 90 plus stoppage","1H 0.5 and full 2.5 goals","1","Combined 1H Goals Over 0.5","60-69","0.65","","Group B Matchday 3 phase/full split","Combined 1H Goals Over 0.5","Bosnia-Herzegovina 3, Qatar 1; HT 2-1; goals 29,34og,42,80","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Guardian/AP/ESPN/FOX final","Goal times","Top 1H over won.","Current tournament state","Current tournament","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Final-group phase split","Soccer phase volatility","Separate 1H risk from full-game chase"
"SOC-WC2026-20260625-BIH-QAT","2026-06-25","Soccer/FIFA World Cup","Bosnia-Herzegovina vs Qatar","FIFA World Cup Group B","FIFA/IFAB","World Cup group stage","Regulation 90 plus stoppage","1H 0.5 and full 2.5 goals","2","Combined Total Goals Over 2.5","50-59","0.58","","Group B Matchday 3 phase/full split","Combined Total Goals Over 2.5","Bosnia-Herzegovina 3, Qatar 1; HT 2-1; goals 29,34og,42,80","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Guardian/AP/ESPN/FOX final","Goal times","Full over won.","Current tournament state","Current tournament","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Final-group phase split","Soccer phase volatility","Separate 1H risk from full-game chase"
"SOC-WC2026-20260625-BIH-QAT","2026-06-25","Soccer/FIFA World Cup","Bosnia-Herzegovina vs Qatar","FIFA World Cup Group B","FIFA/IFAB","World Cup group stage","Regulation 90 plus stoppage","1H 0.5 and full 2.5 goals","3","Combined Total Goals Under 2.5","40-49","0.42","","Group B Matchday 3 phase/full split","Combined Total Goals Under 2.5","Bosnia-Herzegovina 3, Qatar 1; HT 2-1; goals 29,34og,42,80","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Guardian/AP/ESPN/FOX final","Goal times","Under lost.","Current tournament state","Current tournament","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Final-group phase split","Soccer phase volatility","Separate 1H risk from full-game chase"
"SOC-WC2026-20260625-BIH-QAT","2026-06-25","Soccer/FIFA World Cup","Bosnia-Herzegovina vs Qatar","FIFA World Cup Group B","FIFA/IFAB","World Cup group stage","Regulation 90 plus stoppage","1H 0.5 and full 2.5 goals","4","Combined 1H Goals Under 0.5","30-39","0.35","","Group B Matchday 3 phase/full split","Combined 1H Goals Under 0.5","Bosnia-Herzegovina 3, Qatar 1; HT 2-1; goals 29,34og,42,80","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Guardian/AP/ESPN/FOX final","Goal times","Bottom lost; no penalty.","Current tournament state","Current tournament","S4 settlement signal","FALSE","","confirmed/refuted by final","SOURCE VERIFIED","","","4","none","","","Final-group phase split","Soccer phase volatility","Separate 1H risk from full-game chase"
"AFL-20260627-CARL-WCE","2026-06-27","AFL","Carlton Blues vs West Coast Eagles","AFL Round 16","AFL","2026 AFL Laws / regular season","Full game four quarters","Blues -35.5 Eagles +35.5 total 174.5","1","Combined Total Under 174.5","60-69","0.61","Carlton L5 total 150.0; West Coast L5 total 153.6","Carlton 96-68 / 98-70","Under 174.5","Carlton 117 West Coast 64; total 181; margin 53","L","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","ESPN AFL summary API","ESPN quarter splits","Top under lost after Carlton 41-point Q1 and 34-point Q4.","Recent under profile failed","L5 plus season","S4 settlement signal","FALSE","","confirmed/refuted by final","TRUE","AFLUA Round 16 PDF","Officials not decisive","4","none","Marvel roof similar","West Coast Kelly out; Carlton unchanged","Large favourite mismatch beat recent under profile","Medium-high blowout volatility","Do not top dog+under without scoring-resistance mechanism"
"AFL-20260627-CARL-WCE","2026-06-27","AFL","Carlton Blues vs West Coast Eagles","AFL Round 16","AFL","2026 AFL Laws / regular season","Full game four quarters","Blues -35.5 Eagles +35.5 total 174.5","2","West Coast Eagles +35.5","50-59","0.57","West Coast L5 covered big cushion profile","Carlton by 26-32","+35.5","Carlton by 53","L","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","ESPN AFL summary API","ESPN quarter splits","Underdog cushion overprotected; favourite cover path named but under-ranked.","Recent improvement over-weighted","L5 plus season","S4 settlement signal","FALSE","","confirmed/refuted by final","TRUE","AFLUA Round 16 PDF","Context only","4","none","Marvel roof similar","Tim Kelly absence mattered","Carlton midfield/forward pressure fit","High large-spread volatility","Upgrade favourite-cover path when class gap is clean"
"AFL-20260627-CARL-WCE","2026-06-27","AFL","Carlton Blues vs West Coast Eagles","AFL Round 16","AFL","2026 AFL Laws / regular season","Full game four quarters","Blues -35.5 Eagles +35.5 total 174.5","3","Carlton Blues -35.5","40-49","0.43","Carlton had zero 36+ wins entering game","Carlton by 26-32","-35.5","Carlton by 53","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPN AFL summary API","ESPN quarter splits","Favourite cover won from early territory and late scoring.","Blowout path under-weighted","L5 plus season","S4 settlement signal","FALSE","","confirmed/refuted by final","TRUE","AFLUA Round 16 PDF","Context only","4","none","Marvel roof similar","West Coast weak away profile","Carlton class mismatch","High large-spread volatility","Named stress-test path arrived"
"AFL-20260627-CARL-WCE","2026-06-27","AFL","Carlton Blues vs West Coast Eagles","AFL Round 16","AFL","2026 AFL Laws / regular season","Full game four quarters","Blues -35.5 Eagles +35.5 total 174.5","4","Combined Total Over 174.5","30-39","0.39","Recent totals leaned under but blowout tail live","Total 156-176","Over 174.5","Total 181","W","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","ESPN AFL summary API","ESPN quarter splits","Bottom over won; bottom-pick penalty.","Recent under profile failed","L5 plus season","S4 settlement signal","FALSE","","confirmed/refuted by final","TRUE","AFLUA Round 16 PDF","Context only","4","none","Marvel roof similar","West Coast defence leaked","Carlton scoring mismatch","High blowout/late-scoring tail","Keep over adjacent when favourite 105+ path exists"
"AFL-20260627-COLL-RICH","2026-06-27","AFL","Collingwood Magpies vs Richmond Tigers","AFL Round 16 live-start","AFL","2026 AFL Laws / regular season","Full game four quarters","Magpies -38.5 Tigers +38.5 total 165.5","1","Richmond Tigers +38.5","50-59","0.56","Collingwood 39+ wins 0/5 and 2/14; Richmond +38.5 covers 4/5 and 7/14","Collingwood 94-64 / 96-66","+38.5","Collingwood 106 Richmond 72; total 178; margin 34","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPN AFL summary API final; synced from v3 settlement addendum","ESPN quarter splits","Low-edge top pick; live-start ESPN Q1 1:51 score 0-0. FINAL SYNC: Richmond covered, losing by 34.","Mixed; dog cushion vs blowout risk","L5/L10/L14","SOURCE UNKNOWN","FALSE","","settled/synced","SOURCE UNAVAILABLE","AFLUA PDF route 403","No officials tendency applied","3","Press and all-player rolling partial","MCG dry cold light wind","Player coverage partial","Coll better but spread large","High large-spread volatility","Flip if Coll early territory creates 30+ Q1"
"AFL-20260627-COLL-RICH","2026-06-27","AFL","Collingwood Magpies vs Richmond Tigers","AFL Round 16 live-start","AFL","2026 AFL Laws / regular season","Full game four quarters","Magpies -38.5 Tigers +38.5 total 165.5","2","Combined Total Under 165.5","50-59","0.52","Collingwood L5 total 161.6; L10 163.6; live-start 0-0","Total 153-173","Under 165.5","Collingwood 106 Richmond 72; total 178; margin 34","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPN AFL summary API final; synced from v3 settlement addendum","ESPN quarter splits","Close total; confidence capped because Richmond PA profile supports over. FINAL SYNC: Under lost at 178.","Collingwood under vs Richmond leakage","L5/L10/L14","SOURCE UNKNOWN","FALSE","","settled/synced","SOURCE UNAVAILABLE","AFLUA PDF route 403","No officials tendency applied","3","Press and all-player rolling partial","MCG dry cold light wind","Player coverage partial","Cold/dry conversion drag","Medium total volatility","Over rises if Collingwood reach 100+"
"AFL-20260627-COLL-RICH","2026-06-27","AFL","Collingwood Magpies vs Richmond Tigers","AFL Round 16 live-start","AFL","2026 AFL Laws / regular season","Full game four quarters","Magpies -38.5 Tigers +38.5 total 165.5","3","Combined Total Over 165.5","40-49","0.48","Richmond L10 total 178.9; season total 171.9","Total 153-173","Over 165.5","Collingwood 106 Richmond 72; total 178; margin 34","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPN AFL summary API final; synced from v3 settlement addendum","ESPN quarter splits","Forced complement; live through Richmond defensive leakage and junk-time scoring. FINAL SYNC: Over won at 178; total path beat under.","Close total","L5/L10/L14","SOURCE UNKNOWN","FALSE","","settled/synced","SOURCE UNAVAILABLE","AFLUA PDF route 403","No officials tendency applied","3","Press and all-player rolling partial","MCG dry cold light wind","Player coverage partial","Richmond defence weak","Medium total volatility","Over wins if Collingwood 100+ and Richmond 66+"
"AFL-20260627-COLL-RICH","2026-06-27","AFL","Collingwood Magpies vs Richmond Tigers","AFL Round 16 live-start","AFL","2026 AFL Laws / regular season","Full game four quarters","Magpies -38.5 Tigers +38.5 total 165.5","4","Collingwood Magpies -38.5","40-49","0.44","Collingwood has only two 39+ wins from 14 completed games","Collingwood margin 24-43","-38.5","Collingwood 106 Richmond 72; total 178; margin 34","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPN AFL summary API final; synced from v3 settlement addendum","ESPN quarter splits","Bottom only by small separation; Carlton-West Coast is the cautionary failure path. FINAL SYNC: Collingwood won by 34, short of -38.5.","Blowout risk live","L5/L10/L14","SOURCE UNKNOWN","FALSE","","settled/synced","SOURCE UNAVAILABLE","AFLUA PDF route 403","No officials tendency applied","3","Press and all-player rolling partial","MCG dry cold light wind","Player coverage partial","Collingwood class edge","High large-spread volatility","Cover wins if Richmond held near 60"
"AFL-20260627-COLL-RICH-LIVE1220","2026-06-27","AFL","Collingwood Magpies vs Richmond Tigers","AFL Round 16 live recheck","AFL","2026 AFL Laws / regular season","Full game four quarters","Magpies -38.5 Tigers +38.5 total 165.5","1","Richmond Tigers +38.5","60-69","0.63","Live Q1 12:20 tied 7-7 reduced favourite blowout clock","Collingwood margin 18-32","+38.5","Collingwood 106 Richmond 72; total 178; margin 34","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPN AFL summary API final; synced from v3 settlement addendum","ESPN quarter splits","Live recheck supersedes initial probability only. FINAL SYNC: Richmond covered, losing by 34.","Live tied start strengthens dog","L5/L10/L14 plus live","SOURCE UNKNOWN","FALSE","","settled/synced","SOURCE UNAVAILABLE","AFLUA PDF route 403","No officials tendency applied","3","Press and all-player rolling partial","MCG dry cold light wind","No new team news","Tied start fits Richmond cushion","High live AFL volatility","Flip only if Collingwood create rapid 6-goal burst"
"AFL-20260627-COLL-RICH-LIVE1220","2026-06-27","AFL","Collingwood Magpies vs Richmond Tigers","AFL Round 16 live recheck","AFL","2026 AFL Laws / regular season","Full game four quarters","Magpies -38.5 Tigers +38.5 total 165.5","2","Combined Total Under 165.5","50-59","0.57","Live Q1 12:20 total 14; Collingwood season totals below line","Total 145-166","Under 165.5","Collingwood 106 Richmond 72; total 178; margin 34","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPN AFL summary API final; synced from v3 settlement addendum","ESPN quarter splits","Live modest early pace strengthens under. FINAL SYNC: Under lost at 178.","Live pace under","L5/L10/L14 plus live","SOURCE UNKNOWN","FALSE","","settled/synced","SOURCE UNAVAILABLE","AFLUA PDF route 403","No officials tendency applied","3","Press and all-player rolling partial","MCG dry cold light wind","No new team news","Cold/dry modest scoring","Medium live total volatility","Over tail needs pace jump or junk time"
"AFL-20260627-COLL-RICH-LIVE1220","2026-06-27","AFL","Collingwood Magpies vs Richmond Tigers","AFL Round 16 live recheck","AFL","2026 AFL Laws / regular season","Full game four quarters","Magpies -38.5 Tigers +38.5 total 165.5","3","Combined Total Over 165.5","40-49","0.43","Richmond defensive leakage still gives over tail","Total 145-166","Over 165.5","Collingwood 106 Richmond 72; total 178; margin 34","W","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPN AFL summary API final; synced from v3 settlement addendum","ESPN quarter splits","Complement remains live but downgraded after 7-7 start. FINAL SYNC: Over won at 178; total path beat under.","Live pace under","L5/L10/L14 plus live","SOURCE UNKNOWN","FALSE","","settled/synced","SOURCE UNAVAILABLE","AFLUA PDF route 403","No officials tendency applied","3","Press and all-player rolling partial","MCG dry cold light wind","No new team news","Richmond defence weak","Medium live total volatility","Over wins on second-half breakage"
"AFL-20260627-COLL-RICH-LIVE1220","2026-06-27","AFL","Collingwood Magpies vs Richmond Tigers","AFL Round 16 live recheck","AFL","2026 AFL Laws / regular season","Full game four quarters","Magpies -38.5 Tigers +38.5 total 165.5","4","Collingwood Magpies -38.5","30-39","0.37","Tied Q1 start cuts blowout probability","Collingwood margin 18-32","-38.5","Collingwood 106 Richmond 72; total 178; margin 34","L","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","ESPN AFL summary API final; synced from v3 settlement addendum","ESPN quarter splits","Live recheck drops favourite cover confidence. FINAL SYNC: Collingwood won by 34, short of -38.5.","Tied start hurts cover","L5/L10/L14 plus live","SOURCE UNKNOWN","FALSE","","settled/synced","SOURCE UNAVAILABLE","AFLUA PDF route 403","No officials tendency applied","3","Press and all-player rolling partial","MCG dry cold light wind","No new team news","Collingwood quality still live","High large-spread volatility","Cover needs Richmond scoring collapse"
