legacy_row,card_id,date,sport_family,sport_raw,match,competition,market_group,rank,option,line,stated_probability,status,binary_outcome,brier_component,exact_complement_selection,probability_bucket,bucket_mismatch,settlement_source,settlement_has_url,potential_post_event_input,eligible_for_v3_evaluation,exclusion_reason,audit_note
336,MLB-20260625-TEX-MIA,2026-06-25,Baseball,MLB,Texas Rangers @ Miami Marlins,MLB regular season,"Marlins +1.5, Rangers win, total 7.5",4,Combined Total Over 7.5,Combined Total Over 7.5,0.45,L,0,0.2025,true,40-49,false,MLB Stats API/ESPN/AP final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
337,CRIC-WT20-20260625-ENG-WI,2026-06-25,Cricket,Cricket/WT20I,England Women vs West Indies Women,ICC Women T20 World Cup Group B,England innings 175.5 and PP 51.5,1,England 20 overs Under 175.5,England 20 overs Under 175.5,0.6,L,0,0.36,true,60-69,false,ESPNcricinfo/Cricbuzz/Guardian final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
338,CRIC-WT20-20260625-ENG-WI,2026-06-25,Cricket,Cricket/WT20I,England Women vs West Indies Women,ICC Women T20 World Cup Group B,England innings 175.5 and PP 51.5,2,England first 6 overs Under 51.5,England first 6 overs Under 51.5,0.56,W,1,0.19359999999999997,true,50-59,false,ESPNcricinfo/Cricbuzz/Guardian final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
339,CRIC-WT20-20260625-ENG-WI,2026-06-25,Cricket,Cricket/WT20I,England Women vs West Indies Women,ICC Women T20 World Cup Group B,England innings 175.5 and PP 51.5,3,England first 6 overs Over 51.5,England first 6 overs Over 51.5,0.44,L,0,0.1936,true,40-49,false,ESPNcricinfo/Cricbuzz/Guardian final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
340,CRIC-WT20-20260625-ENG-WI,2026-06-25,Cricket,Cricket/WT20I,England Women vs West Indies Women,ICC Women T20 World Cup Group B,England innings 175.5 and PP 51.5,4,England 20 overs Over 175.5,England 20 overs Over 175.5,0.4,W,1,0.36,true,40-49,false,ESPNcricinfo/Cricbuzz/Guardian final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
341,BASK-ACB-20260625-BAR-VBC,2026-06-25,Basketball,Basketball/Spain ACB,FC Barcelona vs Valencia Basket,Liga Endesa Finals Game 4,"Q1, 1H and full total",1,Combined 1st Quarter Under 42.5,Combined 1st Quarter Under 42.5,0.64,L,0,0.4096,true,60-69,false,ACB live page; LiveScore/SportyTrader,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
342,BASK-ACB-20260625-BAR-VBC,2026-06-25,Basketball,Basketball/Spain ACB,FC Barcelona vs Valencia Basket,Liga Endesa Finals Game 4,"Q1, 1H and full total",2,Combined 1st Half Under 85.5,Combined 1st Half Under 85.5,0.58,W,1,0.17640000000000003,true,50-59,false,ACB live page; LiveScore/SportyTrader,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
343,BASK-ACB-20260625-BAR-VBC,2026-06-25,Basketball,Basketball/Spain ACB,FC Barcelona vs Valencia Basket,Liga Endesa Finals Game 4,"Q1, 1H and full total",3,Combined Total Under 177.5,Combined Total Under 177.5,0.55,L,0,0.30250000000000005,true,50-59,false,ACB live page; LiveScore/SportyTrader,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
344,BASK-ACB-20260625-BAR-VBC,2026-06-25,Basketball,Basketball/Spain ACB,FC Barcelona vs Valencia Basket,Liga Endesa Finals Game 4,"Q1, 1H and full total",4,Combined Total Over 177.5,Combined Total Over 177.5,0.45,W,1,0.30250000000000005,true,40-49,false,ACB live page; LiveScore/SportyTrader,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
345,BASK-ACB-20260625-BAR-VBC,2026-06-25,Basketball,Basketball/Spain ACB,FC Barcelona vs Valencia Basket,Liga Endesa Finals Game 4,"Q1, 1H and full total",5,Combined 1st Half Over 85.5,Combined 1st Half Over 85.5,0.42,L,0,0.17639999999999997,true,40-49,false,ACB live page; LiveScore/SportyTrader,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
346,BASK-ACB-20260625-BAR-VBC,2026-06-25,Basketball,Basketball/Spain ACB,FC Barcelona vs Valencia Basket,Liga Endesa Finals Game 4,"Q1, 1H and full total",6,Combined 1st Quarter Over 42.5,Combined 1st Quarter Over 42.5,0.36,W,1,0.4096,true,30-39,false,ACB live page; LiveScore/SportyTrader,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
347,SOC-WC2026-20260625-SUI-CAN,2026-06-25,Soccer,Soccer/FIFA World Cup,Switzerland vs Canada,FIFA World Cup Group B,1H 0.5 and full 2.5 goals,1,Combined 1H Goals Over 0.5,Combined 1H Goals Over 0.5,0.62,L,0,0.3844,true,60-69,false,Guardian/AP/ESPN/FOX final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
348,SOC-WC2026-20260625-SUI-CAN,2026-06-25,Soccer,Soccer/FIFA World Cup,Switzerland vs Canada,FIFA World Cup Group B,1H 0.5 and full 2.5 goals,2,Combined Total Goals Under 2.5,Combined Total Goals Under 2.5,0.52,L,0,0.27040000000000003,true,50-59,false,Guardian/AP/ESPN/FOX final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
349,SOC-WC2026-20260625-SUI-CAN,2026-06-25,Soccer,Soccer/FIFA World Cup,Switzerland vs Canada,FIFA World Cup Group B,1H 0.5 and full 2.5 goals,3,Combined Total Goals Over 2.5,Combined Total Goals Over 2.5,0.48,W,1,0.27040000000000003,true,40-49,false,Guardian/AP/ESPN/FOX final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
350,SOC-WC2026-20260625-SUI-CAN,2026-06-25,Soccer,Soccer/FIFA World Cup,Switzerland vs Canada,FIFA World Cup Group B,1H 0.5 and full 2.5 goals,4,Combined 1H Goals Under 0.5,Combined 1H Goals Under 0.5,0.38,W,1,0.3844,true,30-39,false,Guardian/AP/ESPN/FOX final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
351,SOC-WC2026-20260625-BIH-QAT,2026-06-25,Soccer,Soccer/FIFA World Cup,Bosnia-Herzegovina vs Qatar,FIFA World Cup Group B,1H 0.5 and full 2.5 goals,1,Combined 1H Goals Over 0.5,Combined 1H Goals Over 0.5,0.65,W,1,0.12249999999999998,true,60-69,false,Guardian/AP/ESPN/FOX final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
352,SOC-WC2026-20260625-BIH-QAT,2026-06-25,Soccer,Soccer/FIFA World Cup,Bosnia-Herzegovina vs Qatar,FIFA World Cup Group B,1H 0.5 and full 2.5 goals,2,Combined Total Goals Over 2.5,Combined Total Goals Over 2.5,0.58,W,1,0.17640000000000003,true,50-59,false,Guardian/AP/ESPN/FOX final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
353,SOC-WC2026-20260625-BIH-QAT,2026-06-25,Soccer,Soccer/FIFA World Cup,Bosnia-Herzegovina vs Qatar,FIFA World Cup Group B,1H 0.5 and full 2.5 goals,3,Combined Total Goals Under 2.5,Combined Total Goals Under 2.5,0.42,L,0,0.17639999999999997,true,40-49,false,Guardian/AP/ESPN/FOX final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
354,SOC-WC2026-20260625-BIH-QAT,2026-06-25,Soccer,Soccer/FIFA World Cup,Bosnia-Herzegovina vs Qatar,FIFA World Cup Group B,1H 0.5 and full 2.5 goals,4,Combined 1H Goals Under 0.5,Combined 1H Goals Under 0.5,0.35,L,0,0.12249999999999998,true,30-39,false,Guardian/AP/ESPN/FOX final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
355,AFL-20260627-CARL-WCE,2026-06-27,Australian football,AFL,Carlton Blues vs West Coast Eagles,AFL Round 16,Blues -35.5 Eagles +35.5 total 174.5,1,Combined Total Under 174.5,Under 174.5,0.61,L,0,0.3721,true,60-69,false,ESPN AFL summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
356,AFL-20260627-CARL-WCE,2026-06-27,Australian football,AFL,Carlton Blues vs West Coast Eagles,AFL Round 16,Blues -35.5 Eagles +35.5 total 174.5,2,West Coast Eagles +35.5,+35.5,0.57,L,0,0.32489999999999997,true,50-59,false,ESPN AFL summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
357,AFL-20260627-CARL-WCE,2026-06-27,Australian football,AFL,Carlton Blues vs West Coast Eagles,AFL Round 16,Blues -35.5 Eagles +35.5 total 174.5,3,Carlton Blues -35.5,-35.5,0.43,W,1,0.3249000000000001,true,40-49,false,ESPN AFL summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
358,AFL-20260627-CARL-WCE,2026-06-27,Australian football,AFL,Carlton Blues vs West Coast Eagles,AFL Round 16,Blues -35.5 Eagles +35.5 total 174.5,4,Combined Total Over 174.5,Over 174.5,0.39,W,1,0.3721,true,30-39,false,ESPN AFL summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
359,AFL-20260627-COLL-RICH,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 live-start,Magpies -38.5 Tigers +38.5 total 165.5,1,Richmond Tigers +38.5,+38.5,0.56,W,1,0.19359999999999997,true,50-59,false,ESPN AFL summary API final; synced from v3 settlement addendum,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
360,AFL-20260627-COLL-RICH,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 live-start,Magpies -38.5 Tigers +38.5 total 165.5,2,Combined Total Under 165.5,Under 165.5,0.52,L,0,0.27040000000000003,true,50-59,false,ESPN AFL summary API final; synced from v3 settlement addendum,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
361,AFL-20260627-COLL-RICH,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 live-start,Magpies -38.5 Tigers +38.5 total 165.5,3,Combined Total Over 165.5,Over 165.5,0.48,W,1,0.27040000000000003,true,40-49,false,ESPN AFL summary API final; synced from v3 settlement addendum,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
362,AFL-20260627-COLL-RICH,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 live-start,Magpies -38.5 Tigers +38.5 total 165.5,4,Collingwood Magpies -38.5,-38.5,0.44,L,0,0.1936,true,40-49,false,ESPN AFL summary API final; synced from v3 settlement addendum,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
363,AFL-20260627-COLL-RICH-LIVE1220,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 live recheck,Magpies -38.5 Tigers +38.5 total 165.5,1,Richmond Tigers +38.5,+38.5,0.63,W,1,0.1369,true,60-69,false,ESPN AFL summary API final; synced from v3 settlement addendum,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
364,AFL-20260627-COLL-RICH-LIVE1220,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 live recheck,Magpies -38.5 Tigers +38.5 total 165.5,2,Combined Total Under 165.5,Under 165.5,0.57,L,0,0.32489999999999997,true,50-59,false,ESPN AFL summary API final; synced from v3 settlement addendum,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
365,AFL-20260627-COLL-RICH-LIVE1220,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 live recheck,Magpies -38.5 Tigers +38.5 total 165.5,3,Combined Total Over 165.5,Over 165.5,0.43,W,1,0.3249000000000001,true,40-49,false,ESPN AFL summary API final; synced from v3 settlement addendum,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
366,AFL-20260627-COLL-RICH-LIVE1220,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 live recheck,Magpies -38.5 Tigers +38.5 total 165.5,4,Collingwood Magpies -38.5,-38.5,0.37,L,0,0.1369,true,30-39,false,ESPN AFL summary API final; synced from v3 settlement addendum,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
367,AFL-20260627-COLL-RICH-LIVEQ4,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 live re-rank,Magpies -38.5 Tigers +38.5 total 165.5,1,Combined Total Over 165.5,Over 165.5,0.68,W,1,0.10239999999999996,true,60-69,false,ESPN AFL summary API final; synced from v3 settlement addendum,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
368,AFL-20260627-COLL-RICH-LIVEQ4,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 live re-rank,Magpies -38.5 Tigers +38.5 total 165.5,2,Collingwood Magpies -38.5,-38.5,0.58,L,0,0.3364,true,50-59,false,ESPN AFL summary API final; synced from v3 settlement addendum,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
369,AFL-20260627-COLL-RICH-LIVEQ4,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 live re-rank,Magpies -38.5 Tigers +38.5 total 165.5,3,Richmond Tigers +38.5,+38.5,0.42,W,1,0.3364000000000001,true,40-49,false,ESPN AFL summary API final; synced from v3 settlement addendum,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
370,AFL-20260627-COLL-RICH-LIVEQ4,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 live re-rank,Magpies -38.5 Tigers +38.5 total 165.5,4,Combined Total Under 165.5,Under 165.5,0.32,L,0,0.1024,true,30-39,false,ESPN AFL summary API final; synced from v3 settlement addendum,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
371,AFL-20260627-COLL-RICH-SETTLEDQ4,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 final re-rank settlement,Magpies -38.5 Tigers +38.5 total 165.5,1,Combined Total Over 165.5,Over 165.5,0.68,W,1,0.10239999999999996,true,60-69,false,ESPN AFL summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
372,AFL-20260627-COLL-RICH-SETTLEDQ4,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 final re-rank settlement,Magpies -38.5 Tigers +38.5 total 165.5,2,Collingwood Magpies -38.5,-38.5,0.58,L,0,0.3364,true,50-59,false,ESPN AFL summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
373,AFL-20260627-COLL-RICH-SETTLEDQ4,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 final re-rank settlement,Magpies -38.5 Tigers +38.5 total 165.5,3,Richmond Tigers +38.5,+38.5,0.42,W,1,0.3364000000000001,true,40-49,false,ESPN AFL summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
374,AFL-20260627-COLL-RICH-SETTLEDQ4,2026-06-27,Australian football,AFL,Collingwood Magpies vs Richmond Tigers,AFL Round 16 final re-rank settlement,Magpies -38.5 Tigers +38.5 total 165.5,4,Combined Total Under 165.5,Under 165.5,0.32,L,0,0.1024,true,30-39,false,ESPN AFL summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
375,CRIC-WT20WC-20260627-PAKW-NEDW,2026-06-27,Cricket,Cricket/WT20I,Pakistan Women vs Netherlands Women,ICC Women's T20 World Cup 2026 Group A,Pakistan innings 158.5 and PP 45.5,1,Pakistan 1st innings 20 overs Under 158.5,Under 158.5,0.56,W,1,0.19359999999999997,true,50-59,false,ESPN structured summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
376,CRIC-WT20WC-20260627-PAKW-NEDW,2026-06-27,Cricket,Cricket/WT20I,Pakistan Women vs Netherlands Women,ICC Women's T20 World Cup 2026 Group A,Pakistan innings 158.5 and PP 45.5,2,Pakistan 1st innings 6 overs Under 45.5,Under 45.5,0.54,W,1,0.21159999999999995,true,50-59,false,ESPN structured summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
377,CRIC-WT20WC-20260627-PAKW-NEDW,2026-06-27,Cricket,Cricket/WT20I,Pakistan Women vs Netherlands Women,ICC Women's T20 World Cup 2026 Group A,Pakistan innings 158.5 and PP 45.5,3,Pakistan 1st innings 6 overs Over 45.5,Over 45.5,0.46,L,0,0.2116,true,40-49,false,ESPN structured summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
378,CRIC-WT20WC-20260627-PAKW-NEDW,2026-06-27,Cricket,Cricket/WT20I,Pakistan Women vs Netherlands Women,ICC Women's T20 World Cup 2026 Group A,Pakistan innings 158.5 and PP 45.5,4,Pakistan 1st innings 20 overs Over 158.5,Over 158.5,0.44,L,0,0.1936,true,40-49,false,ESPN structured summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
379,CRIC-WT20WC-20260627-WIW-IREW,2026-06-27,Cricket,Cricket/WT20I,West Indies Women vs Ireland Women,ICC Women's T20 World Cup 2026 Group B,West Indies innings 158.5 and PP 45.5,1,West Indies 1st innings 6 overs Over 45.5,Over 45.5,0.56,L,0,0.31360000000000005,true,50-59,false,ESPN structured summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; exact_complement_selection
380,CRIC-WT20WC-20260627-WIW-IREW,2026-06-27,Cricket,Cricket/WT20I,West Indies Women vs Ireland Women,ICC Women's T20 World Cup 2026 Group B,West Indies innings 158.5 and PP 45.5,2,West Indies 1st innings 20 overs Over 158.5,Over 158.5,0.53,L,0,0.28090000000000004,true,50-59,false,ESPN structured summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
381,CRIC-WT20WC-20260627-WIW-IREW,2026-06-27,Cricket,Cricket/WT20I,West Indies Women vs Ireland Women,ICC Women's T20 World Cup 2026 Group B,West Indies innings 158.5 and PP 45.5,3,West Indies 1st innings 20 overs Under 158.5,Under 158.5,0.47,W,1,0.28090000000000004,true,40-49,false,ESPN structured summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
382,CRIC-WT20WC-20260627-WIW-IREW,2026-06-27,Cricket,Cricket/WT20I,West Indies Women vs Ireland Women,ICC Women's T20 World Cup 2026 Group B,West Indies innings 158.5 and PP 45.5,4,West Indies 1st innings 6 overs Under 45.5,Under 45.5,0.44,W,1,0.31360000000000005,true,40-49,false,ESPN structured summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
383,CRIC-WT20WC-20260628-ENGW-NZW,2026-06-28,Cricket,Cricket/WT20I,England Women vs New Zealand Women,ICC Women's T20 World Cup 2026 Group B,New Zealand innings 153.5 and PP 42.5,1,New Zealand 1st innings 20 overs Over 153.5,Over 153.5,0.55,W,1,0.20249999999999996,true,50-59,false,ESPN structured summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
384,CRIC-WT20WC-20260628-ENGW-NZW,2026-06-28,Cricket,Cricket/WT20I,England Women vs New Zealand Women,ICC Women's T20 World Cup 2026 Group B,New Zealand innings 153.5 and PP 42.5,2,New Zealand 1st innings 6 overs Over 42.5,Over 42.5,0.52,W,1,0.2304,true,50-59,false,ESPN structured summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
385,CRIC-WT20WC-20260628-ENGW-NZW,2026-06-28,Cricket,Cricket/WT20I,England Women vs New Zealand Women,ICC Women's T20 World Cup 2026 Group B,New Zealand innings 153.5 and PP 42.5,3,New Zealand 1st innings 6 overs Under 42.5,Under 42.5,0.48,L,0,0.2304,true,40-49,false,ESPN structured summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
386,CRIC-WT20WC-20260628-ENGW-NZW,2026-06-28,Cricket,Cricket/WT20I,England Women vs New Zealand Women,ICC Women's T20 World Cup 2026 Group B,New Zealand innings 153.5 and PP 42.5,4,New Zealand 1st innings 20 overs Under 153.5,Under 153.5,0.45,L,0,0.2025,true,40-49,false,ESPN structured summary API,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
387,CRIC-WT20WC-20260628-ENGCHASE-NZW,2026-06-28,Cricket,Cricket/WT20I,England Women chase vs New Zealand Women,ICC Women's T20 World Cup 2026 Group B,England innings 164.5 and PP 52.5,1,England innings Under 164.5,Under 164.5,0.82,W,1,0.03240000000000002,true,80-89,false,ESPNcricinfo/Cricbuzz final scorecard checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
388,CRIC-WT20WC-20260628-ENGCHASE-NZW,2026-06-28,Cricket,Cricket/WT20I,England Women chase vs New Zealand Women,ICC Women's T20 World Cup 2026 Group B,England innings 164.5 and PP 52.5,2,England 1st innings 6 overs Under 52.5,Under 52.5,0.58,L,0,0.3364,true,50-59,false,ESPNcricinfo/Cricbuzz final scorecard checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
389,CRIC-WT20WC-20260628-ENGCHASE-NZW,2026-06-28,Cricket,Cricket/WT20I,England Women chase vs New Zealand Women,ICC Women's T20 World Cup 2026 Group B,England innings 164.5 and PP 52.5,3,England 1st innings 6 overs Over 52.5,Over 52.5,0.42,W,1,0.3364000000000001,true,40-49,false,ESPNcricinfo/Cricbuzz final scorecard checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
390,CRIC-WT20WC-20260628-ENGCHASE-NZW,2026-06-28,Cricket,Cricket/WT20I,England Women chase vs New Zealand Women,ICC Women's T20 World Cup 2026 Group B,England innings 164.5 and PP 52.5,4,England innings Over 164.5,Over 164.5,0.18,L,0,0.0324,true,10-19,false,ESPNcricinfo/Cricbuzz final scorecard checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
391,MLB-20260627-CIN-PIT,2026-06-28,Baseball,Baseball/MLB,Cincinnati Reds at Pittsburgh Pirates,MLB regular season,Reds +1.5 Pirates +1.5 total 8.0,1,Reds +1.5,+1.5,0.66,W,1,0.11559999999999998,false,60-69,false,MLB StatsAPI gamePk 823364 final feed checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
392,MLB-20260627-CIN-PIT,2026-06-28,Baseball,Baseball/MLB,Cincinnati Reds at Pittsburgh Pirates,MLB regular season,Reds +1.5 Pirates +1.5 total 8.0,2,Combined Total Under 8.0,Under 8.0,0.54,L,0,0.2916,true,50-59,false,MLB StatsAPI gamePk 823364 final feed checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
393,MLB-20260627-CIN-PIT,2026-06-28,Baseball,Baseball/MLB,Cincinnati Reds at Pittsburgh Pirates,MLB regular season,Reds +1.5 Pirates +1.5 total 8.0,3,Pirates +1.5,+1.5,0.52,L,0,0.27040000000000003,false,50-59,false,MLB StatsAPI gamePk 823364 final feed checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
394,MLB-20260627-CIN-PIT,2026-06-28,Baseball,Baseball/MLB,Cincinnati Reds at Pittsburgh Pirates,MLB regular season,Reds +1.5 Pirates +1.5 total 8.0,4,Combined Total Over 8.0,Over 8.0,0.43,W,1,0.3249000000000001,true,40-49,false,MLB StatsAPI gamePk 823364 final feed checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
395,MLB-20260627-KC-CHW,2026-06-28,Baseball,Baseball/MLB,Kansas City Royals at Chicago White Sox,MLB regular season,Royals +1.5 White Sox +1.5 total 8.0,1,White Sox +1.5,+1.5,0.72,W,1,0.07840000000000001,false,70-79,false,MLB StatsAPI gamePk 824581 final feed checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
396,MLB-20260627-KC-CHW,2026-06-28,Baseball,Baseball/MLB,Kansas City Royals at Chicago White Sox,MLB regular season,Royals +1.5 White Sox +1.5 total 8.0,2,Royals +1.5,+1.5,0.59,W,1,0.16810000000000003,false,50-59,false,MLB StatsAPI gamePk 824581 final feed checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
397,MLB-20260627-KC-CHW,2026-06-28,Baseball,Baseball/MLB,Kansas City Royals at Chicago White Sox,MLB regular season,Royals +1.5 White Sox +1.5 total 8.0,3,Combined Total Over 8.0,Over 8.0,0.49,L,0,0.24009999999999998,true,40-49,false,MLB StatsAPI gamePk 824581 final feed checked 2026-06-28 AEST,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
