file,line,date,sport,match,market_group,ranked_picks,result,card_outcome,parsed_wins,parsed_losses,cell_count
PREDICTION_RESULTS_LOG_v3.md,294,2026-07-06,Cricket/ICC Women's T20 World Cup 2026 Final,"England Women vs Australia Women @ Lord's, London (Jul 5 15:30 BST = Jul 6 00:30 AEST; start-window/toss-confirmed check 00:30-00:40 AEST, no meaningful ball-by-ball score visible yet)",User-listed England Women 1st innings markets: 20-over Over/Under 160.5 runs and first-six/powerplay Over/Under 45.5 runs. WT20I final; England are batting first after Australia won toss and chose to bowl. DLS/reduced-overs sensitive; 20-over innings markets assume full 20 unless house rules void/reprice; powerplay market requires the mandatory six overs or official reduced-over settlement.,"START-WINDOW RANKING: 1. England Women 1st innings 20 overs Under 160.5 runs (~53%); 2. England Women 1st innings 6 overs Over 45.5 runs (~52%); 3. England Women 1st innings 6 overs Under 45.5 runs (~48%, close complement); 4. England Women 1st innings 20 overs Over 160.5 runs (~47%, forced bottom, not a structural fade). Potential winner: Australia Women (~61%), but England win path is live if they post 165+ with wickets in hand and Ecclestone/Dean/Smith control the chase.","SETTLED FINAL: England Women 150/4 (20 overs), mandatory powerplay 39/2; Australia Women 153/3 in 17.1 overs, won by 7 wickets. Beth Mooney 64 (49) and Phoebe Litchfield 48 (35) led the chase (Australia PP 62/1); Sciver-Brunt 58 and an unbroken 80* Sciver-Brunt/Kemp stand rescued England from 39/2. Australia's record-extending 7th T20 WC title (7 from 7 finals). Sources: ICC/ESPNcricinfo/Sky match reports + Cricbuzz powerplay.",SETTLED: listed 2-2 with top-pick win and no bottom-pick penalty. #1 England Under 160.5 WON (150); #2 England PP Over 45.5 LOST (39); #3 England PP Under 45.5 WON (39); #4 England Over 160.5 LOST (150). Potential winner Australia WON.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,295,2026-07-06,Baseball/MLB regular season,"Pittsburgh Pirates @ Washington Nationals @ Nationals Park, Washington DC (Jul 5 13:00 EDT = Jul 6 03:00 AEST; MLB official gamePk 822715)","User-listed full-game markets: Pirates +1.5, Nationals ML, Combined Total Over/Under 9.5 runs. MLB regular season; full game includes extra innings and automatic runner unless house rules differ.","START-WINDOW RANKING: 1. Pirates +1.5 (~61%); 2. Nationals ML (~55%); 3. Combined Total Under 9.5 runs (~52%); 4. Combined Total Over 9.5 runs (~48%, forced bottom and live). Potential winner: Washington Nationals, projected about 5-4 / 5-3.","SETTLED FINAL: Pittsburgh Pirates 11, Washington Nationals 5. Line: PIT 0-3-1-0-0-0-0-5-2, WAS 0-0-2-1-1-0-0-1-0. PIT 13 hits, WAS 10 hits. Cavalli 2.1 IP, 6 H, 4 R, 3 ER, 2 BB; Chandler 4.0 IP, 6 H, 4 ER, 4 BB, 0 K. Pirates broke 4-4 with a five-run eighth, including Konnor Griffin two-run single and Brandon Lowe three-run HR.",SETTLED: listed 2-2 with bottom-pick win penalty and potential-winner miss. #1 Pirates +1.5 WON outright; #2 Nationals ML LOST; #3 Under 9.5 LOST; #4 Over 9.5 WON. Potential winner Washington LOST.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,296,2026-07-06,Baseball/MLB regular season,"Tampa Bay Rays @ Houston Astros @ Daikin Park, Houston (Jul 5 14:30 CDT = Jul 6 05:30 AEST; MLB official gamePk 824172)","User-listed full-game markets: Rays +1.5, Astros +1.5, Combined Total Over/Under 9.0 runs. MLB regular season; full game includes extra innings with automatic runner unless house rules differ. The 9.0 total pushes at exactly 9.","START-WINDOW RANKING: 1. Rays +1.5 (~64%); 2. Astros +1.5 (~60%); 3. Combined Total Under 9.0 (~53% win probability, push at exactly 9); 4. Combined Total Over 9.0 (~47% win probability, forced bottom and live). Potential winner: Tampa Bay Rays narrowly, projected about 5-4 / 4-3.","SETTLED FINAL: Houston Astros 2, Tampa Bay Rays 0. Line: TB 0-0-0-0-0-0-0-0-0, HOU 0-0-0-1-0-1-0-0-x. Total 2. Christian Walker homered in the 4th and Isaac Paredes homered in the 6th. Lambert 5.2 IP, 3 H, 0 ER, 1 BB, 6 K; Englert 5.2 IP, 5 H, 2 ER, 1 BB, 9 K; Hader save.",SETTLED: listed 2-2 with top-pick loss and no bottom-pick penalty. #1 Rays +1.5 LOST because Houston won by 2; #2 Astros +1.5 WON; #3 Under 9.0 WON; #4 Over 9.0 LOST. Potential winner Tampa Bay LOST.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,297,2026-07-06,Soccer/FIFA World Cup 2026 Round of 16,"Brazil vs Norway @ New York/New Jersey Stadium / MetLife Stadium, East Rutherford (Jul 5 16:00 EDT/20:00 UTC = Jul 6 06:00 AEST; ESPN event 760504; FIFA match centre listed referee Ismail Elfath)","Self-selected research-only regulation picks including corners. Goal and corner legs are 90 minutes plus stoppage only; extra time/penalties excluded unless the market says ""to advance."" Corner settlement requires explicit corner stats such as ESPN wonCorners/FIFA match centre.","PRE-KICKOFF RANKING: 1. Brazil team total Over 0.5 goals in 90' (~84%); 2. Combined Total Goals Over 1.5 in 90' (~77%); 3. Norway team total Under 2.5 goals in 90' (~76%); 4. Total Match Corners Over 7.5 in 90' (~62%, gradeable but fragile). Potential winner: Brazil to advance (~66%); 90-minute lean Brazil ~52%, Draw ~25%, Norway ~23%.","SETTLED FINAL: Norway 2, Brazil 1 in regulation. ESPN final stats: Brazil 14 shots, 4 SOT, 33.5% possession, 5 corners; Norway 9 shots, 5 SOT, 66.5% possession, 5 corners. Total corners 10. Key events from ESPN commentary: Bruno Guimaraes penalty saved by Orjan Nyland at 14'; Erling Haaland scored at 79' and 90', both assisted by Andreas Schjelderup; Neymar scored Brazil penalty at 90+10.",SETTLED: listed 4-0 with potential-winner miss. #1 Brazil TT Over 0.5 WON via late Neymar penalty; #2 Over 1.5 goals WON; #3 Norway TT Under 2.5 WON with Norway on exactly 2; #4 Corners Over 7.5 WON with 10. Potential winner Brazil to advance LOST; Norway advanced in regulation.,4,0,8
PREDICTION_RESULTS_LOG_v3.md,298,2026-07-06,Soccer/FIFA World Cup 2026 Round of 16,"England @ Mexico @ Estadio Banorte / Azteca Stadium, Mexico City (Jul 5 21:00 EDT / Jul 6 01:00 UTC = Jul 6 11:00 AEST; ESPN event 760505 scheduled/pre at refreshed logging)",Main list: no fixed lines supplied; user asked to include corners and choose best 4. Candidate board used: England team total Under 2.5 goals; Combined Total Under 3.5 goals; England corners Over 4.5; Mexico or Draw in 90 minutes; alt lean Mexico team corners Over 4.5; game winner/advance pick required.,"PRE-KICKOFF RANKING: #1 England team total Under 2.5 goals in 90 minutes (~84% confidence; Mexico have allowed only 1 goal in 4 tournament games, had clean sheets vs Iran/Scotland/Korea, and England were under 2.5 team goals in 3 of 4 with only the Norway match clearing); #2 Combined Total Goals Under 3.5 in 90 minutes (~78%; combined recent tournament profiles were mostly 2-3 goal games and Mexico's defensive setup/altitude/home conditions made a 4-goal regulation game less likely than the market narrative); #3 England team corners Over 4.5 (~68%; England's World Cup corner counts before this were 5, 5, 6, 4 and Mexico's opponents had generated volume when chasing, so 5+ was the preferred corner angle over side/total volatility); #4 Mexico or Draw in 90 minutes (~64%; high-variance upset/draw protection, not a moneyline lock, supported by Mexico's home/altitude edge and England's injuries/suspension context). POTENTIAL GAME WINNER/ADVANCE: Mexico to advance (~54%) via draw/extra time/penalties or narrow upset; lean only, with England's talent edge respected.","SETTLED FINAL: England 3, Mexico 2 in regulation; England advanced. ESPN final: England led 2-1 at halftime; Mexico led possession 66.8%-33.2%, shots 20-6 and corners 12-2, while shots on target were 5-5. Key events: Jude Bellingham goals 36' and 38', Julian Quinones 42', Jarell Quansah red card 54', Harry Kane penalty 60', Raul Jimenez penalty 69'.",SETTLED: listed 0-4. #1 England team total Under 2.5 LOST; #2 Combined Total Under 3.5 LOST; #3 England corners Over 4.5 LOST; #4 Mexico or Draw LOST. Potential winner Mexico to advance LOST.,0,4,8
PREDICTION_RESULTS_LOG_v3.md,299,2026-07-06,Basketball/FIBA Basketball World Cup 2027 Americas Qualifiers First Round Group D,"Panama vs Argentina @ Arena Roberto Duran, Panama City (Jul 5 19:10 local/Jul 6 00:10 UTC = Jul 6 10:10 AEST; FIBA official game 127265, pregame/no live score shown at logging)","User-listed totals: Q1 Over/Under 40.5, full-game Over/Under 160.5 and 1H Over/Under 80.5. FIBA 4x10-minute quarters; full-game totals include overtime unless market rules say regulation only; Q1 and 1H settle on completed regulation phases.","PRE-GAME RANKING: 1. Combined 1st Half Total Over 80.5 (~56%); 2. Combined Total Over 160.5 (~53%); 3. Combined 1st Quarter Total Under 40.5 (~52%); 4. Combined 1st Quarter Total Over 40.5 (~48%, near-line forced complement and live). Bottom two not selected: Combined Total Under 160.5 (~47%) and Combined 1st Half Total Under 80.5 (~44%). Potential winner: Argentina (~65%), projected about 84-77 / 86-76, with Panama upset live if the home three-point shooting from the Cuba win repeats and Argentina's road offense starts slowly.","SETTLED FINAL: Argentina 96, Panama 71. FIBA official status VALID/final; Argentina led for more than 39 minutes after turning an early 11-8 deficit into an 11-22 first-quarter run state. Phase cross-check: Q1 Argentina 26-18, halftime Argentina 51-37, Q3 Argentina 80-56, final 96-71; Q1 total 44, 1H total 88, full total 167. Key players: Francisco Caffaro 15 points and 9 rebounds, Leandro Bolmaro 13 points, 4 rebounds and 6 assists with no turnovers, Facundo Campazzo 10 points, 6 assists and 4 steals, Gabriel Deck 14 points and plus-31; Iverson Molinar led Panama with 17.","SETTLED: listed 3-1 with #4 win penalty. #1 1H Over 80.5 WON; #2 Full Over 160.5 WON; #3 Q1 Under 40.5 LOST; #4 Q1 Over 40.5 WON. Bottom not selected: Full Under 160.5 LOST, 1H Under 80.5 LOST. Potential winner Argentina WON.",3,1,8
PREDICTION_RESULTS_LOG_v3.md,300,2026-07-06,Cricket/Major League Cricket 2026,"MI New York vs San Francisco Unicorns @ Knight Riders Cricket Field, Pomona (Jul 5 18:30 PDT = Jul 6 01:30 UTC/11:30 AEST; card logged live-start, not pregame)",User-listed MI New York team-innings markets: 20 overs Over/Under 158.5 and 6 overs Over/Under 43.5. San Francisco Unicorns won the toss and chose to bowl; MI New York were already batting when card was logged. T20 innings-total markets settle on MI's completed innings score; first-6-over markets settle after over 6.0.,LIVE-START RANKING: 1. MI New York 1st innings 20 overs Over 158.5 (~57%); 2. MI New York 1st innings 6 overs Over 43.5 (~53%); 3. MI New York 1st innings 6 overs Under 43.5 (~47%); 4. MI New York 1st innings 20 overs Under 158.5 (~43%). Potential winner: San Francisco Unicorns slight live lean (~54%) after inserting MI and taking the early de Kock wicket; MI remain live if Pooran/Pollard middle-death power pushes 165+.,SETTLED FINAL: San Francisco Unicorns 105/5 in 16.5 overs beat MI New York 104 all out in 20 overs by 5 wickets. MI New York were 44/4 after 6 overs and 53/6 after 10; San Francisco chased with 19 balls remaining.,SETTLED: listed 2-2 with top-pick miss and #4/bottom win penalty. #1 MI New York 20 overs Over 158.5 LOST; #2 MI New York 6 overs Over 43.5 WON by 0.5 run because MINY were 44/4 after 6; #3 MI New York 6 overs Under 43.5 LOST; #4 MI New York 20 overs Under 158.5 WON. Potential winner San Francisco Unicorns WON.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,301,2026-07-06,Basketball/FIBA Basketball World Cup 2027 Asian Qualifiers,"New Zealand vs Guam @ EventFinda Stadium, Auckland (Jul 6 19:00 NZST = Jul 6 17:00 AEST; cutoff 16:58 AEST, pre-tip)",Main list supplied: 1) Q1 Over 43.5; 2) Q1 Under 43.5; 3) Full Over 173.5; 4) Full Under 173.5; 7) 1H Over 86.5; 8) 1H Under 86.5. FIBA 4x10-minute quarters; full-game total assumed to include overtime unless house rules state otherwise; Q1/1H settle at phase end.,"PRE-GAME RANKING: #1 Combined Total Under 173.5 (~60% confidence); #2 Combined 1st half Total Under 86.5 (~56%); #3 Combined 1st quarter Total Under 43.5 (~53%, thin near-line lean); #4 Combined 1st quarter Total Over 43.5 (~47%, live complement because a New Zealand 27-18 type start clears it). Bottom/not selected: 1H Over 86.5 (~44%) and Full Over 173.5 (~40%). POTENTIAL GAME WINNER: New Zealand (~92% lean; projected range roughly New Zealand 94-68, total 162, with blowout/rotation risk more under-friendly than over-friendly).","SETTLED FINAL: New Zealand 129, Guam 75 (Sofascore box score/play-by-play cross-check; FIBA official result page consistent). Quarter-alone splits: Q1 NZ 35-Guam 24 (Q1 combined 59); Q2 NZ 28-Guam 14 (cumulative 63-38, 1H combined 101); Q3 NZ 35-Guam 13 (cumulative 98-51, Q3-alone combined 48); Q4 NZ 31-Guam 24 (final 129-75, Q4-alone combined 55). Full combined total 204. Top scorers: Mennenga 27pts/9reb (NZL), Murray 25pts on 7 threes (NZL), Davison 16pts on 8/8 FG (NZL).","SETTLED: listed picks went 1-3 on the four ranked legs, and 2-0 on the two bottom/not-selected legs (5-3 overall across all six graded lines). #1 Combined Total Under 173.5 LOST (204 actual, +30.5 over the line); #2 Combined 1H Total Under 86.5 LOST (101 actual, +14.5 over); #3 Combined Q1 Total Under 43.5 LOST (59 actual, +15.5 over); #4 Combined Q1 Total Over 43.5 WON (59 actual; the forced bottom-of-list complement was the only ranked winner). Bottom/not-selected legs both won: 1H Over 86.5 WON; Full Over 173.5 WON. POTENTIAL GAME WINNER New Zealand WON, 129-75; beat even the optimistic end of the projected 94-68/162-total range by a wide margin.",1,3,8
PREDICTION_RESULTS_LOG_v3.md,302,2026-07-07,Baseball/KBO regular season,"LG Twins @ Samsung Lions, Daegu Samsung Lions Park (Jul 7 18:30 KST = 19:30 AEST; request/check 19:32 AEST start-window live)","User-listed full-game run line and total: Twins +1.5, Lions +1.5, Combined Total Over/Under 9.5 runs. KBO regular season; full game official final controls; ties after the KBO extra-inning limit can affect winner language but +1.5 sides survive a draw; rain/no-game rules apply.","START-WINDOW RANKING: #1 Samsung Lions +1.5 (~63%, home/hot-form cushion; Samsung win, tie, or one-run LG win), #2 LG Twins +1.5 (~62%, first-place side plus Tolhurst's Samsung matchup protects a close loss), #3 Combined Total Over 9.5 runs (~53%, Daegu, humid/wind-out start, Samsung hot bats and both starters' June wobble create ordinary 10+ paths), #4 Combined Total Under 9.5 runs (~47%, forced bottom and very live if Tolhurst's 2026 Samsung dominance and Jurado's season ERA control the first six). Potential winner: Samsung Lions slight lean, about 6-5 / 5-4; exact winner is near-coinflip.","SETTLED FINAL: Samsung Lions 9, LG Twins 2. MyKBO line: LG 0-0-0-2-0-0-0-0-0 = 2 runs, 8 hits, 1 error; Samsung 0-0-0-0-4-0-2-3-X = 9 runs, 15 hits, 1 error. Ariel Jurado W, Anders Tolhurst L. Key scoring shape: LG led 2-0 on Park Dong-won's 4th-inning 2-run HR, then Samsung scored four in the 5th, two in the 7th and three in the 8th.",SETTLED: listed 2-2 with top-pick win and no bottom-pick win. #1 Samsung +1.5 WON outright; #2 LG +1.5 LOST; #3 Over 9.5 WON with 11 total runs; #4 Under 9.5 LOST. Potential winner Samsung WON.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,303,2026-07-07,Baseball/KBO regular season,"Kiwoom Heroes @ KT Wiz, Suwon KT Wiz Park (Jul 7 18:30 KST = 19:30 AEST; request/check 19:38 AEST start-window live)","User-listed full-game run line and total: Wiz +1.5, Heroes +1.5, Combined Total Over/Under 9.5 runs. KBO regular season; full game official final controls; ties after the KBO extra-inning limit can affect winner language but +1.5 sides survive a draw; rain/no-game rules apply.","START-WINDOW RANKING: #1 KT Wiz +1.5 (~67%, stronger team, home field, 6-2-1 H2H edge and cushion protects KT win, draw, or one-run Kiwoom win), #2 Combined Total Under 9.5 runs (~58%, An Woo-jin current K form, So Hyeong-jun vs Kiwoom 0.00, Kiwoom weak offense and wind in), #3 Kiwoom Heroes +1.5 (~50%, An Woo-jin can drag the game into a 3-2/4-3 underdog-cover band, but Kiwoom's offense and lower-third lineup cap it), #4 Combined Total Over 9.5 runs (~42%, needs KT to do most of the scoring or a bullpen/error cluster; forced bottom but not impossible). Potential winner: KT Wiz, about 4-2 / 5-3 / 4-3.","SETTLED FINAL: KT Wiz 3, Kiwoom Heroes 0. MyKBO/Global Sports Archive line: Kiwoom 0-0-0-0-0-0-0-0-0 = 0 runs, 9 hits, 1 error; KT 0-3-0-0-0-0-0-0-X = 3 runs, 6 hits, 0 errors. So Hyeong-jun W, Son Dong-hyun hold, Park Young-hyun save, An Woo-jin L.",SETTLED: listed 2-2 with top-half sweep and no bottom-pick win. #1 KT +1.5 WON outright; #2 Under 9.5 WON easily with 3 total runs; #3 Kiwoom +1.5 LOST because KT won by 3; #4 Over 9.5 LOST. Potential winner KT WON.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,304,2026-07-08,Soccer/FIFA World Cup 2026 Round of 16,"Argentina vs Egypt @ Atlanta Stadium / Mercedes-Benz Stadium, Atlanta (Jul 7 12:00 EDT = Jul 8 02:00 AEST; pre-kickoff check 01:53-01:55 AEST showed ESPN status scheduled, 0-0)","Self-selected best four: regulation/team/player/corners plus advance lean. Soccer markets are regulation 90 minutes plus stoppage unless explicitly stated; ""to qualify/advance"" includes extra time and penalties; ordinary goal, player, corner and spread/total markets normally exclude extra time unless house rules say otherwise.","1. Argentina to qualify/advance (~78%); 2. Argentina team total Over 0.5 goals in regulation (~76%); 3. Match corners Over 7.5 in regulation (~61%, playable at 7.5 only; lean/pass at 8.5, pass at 9.5); 4. Combined regulation total Under 3.5 goals (~58%, safer than Under 2.5 because 2-1/3-0 are live). Potential game winner: Argentina, projected 2-0 / 2-1 in regulation with extra-time branch if Egypt reach 1-1.","SETTLED FINAL: Argentina 3, Egypt 2. ESPN boxscore: Argentina 19 shots/7 SOT/63.6% possession/6 corners; Egypt 5 shots/2 SOT/36.4% possession/1 corner. Total corners 7.",SETTLED: listed 2-2 with top-half sweep and no bottom-pick win. #1 Argentina to qualify/advance WON; #2 Argentina TT Over 0.5 WON; #3 Match corners Over 7.5 LOST at 7; #4 Under 3.5 LOST with 5 goals. Potential winner Argentina WON.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,305,2026-07-08,"Cricket/India tour of England 2026, 3rd men's T20I","England vs India @ Trent Bridge, Nottingham (Jul 7 17:30 BST = Jul 8 02:30 AEST; toss-confirmed pre-start check 02:25-02:28 AEST)","User-listed England 1st-innings 20-over Over/Under 199.5 runs and first-six/powerplay Over/Under 61.5 runs. Men's T20I; India won toss and chose to field, so England bat first. DLS/reduced-over sensitive; 20-over first-innings markets assume full 20 unless house rules void/reprice; powerplay market requires six overs or official reduced-over settlement.","START-WINDOW RANKING: 1. England 1st innings 20 overs Under 199.5 runs (~58%); 2. England 1st innings 6 overs Under 61.5 runs (~55%); 3. England 1st innings 6 overs Over 61.5 runs (~45%, live because Salt/Buttler field-restriction burst is real); 4. England 1st innings 20 overs Over 199.5 runs (~42%, forced bottom, not impossible at Trent Bridge). Potential winner: England slight lean (~54%), but India chase advantage/toss keeps this close. Projection: England PP 50-61 with 62+ tail if Salt/Buttler start clean; England full innings 181-199, with 200+ if two top-four batters bat into the death.",SETTLED FINAL: England 201/7 in 20 overs; England mandatory powerplay 49/1. India 76 all out in 11.4 overs. England won by 125 runs.,SETTLED: listed 2-2 with top-pick loss and bottom-pick win penalty. #1 England 20-over Under 199.5 LOST by 1.5; #2 England PP Under 61.5 WON; #3 England PP Over 61.5 LOST; #4 England 20-over Over 199.5 WON by 1.5. Potential winner England WON.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,306,2026-07-08,Soccer/FIFA World Cup 2026 Round of 16,"Switzerland vs Colombia @ BC Place, Vancouver (Jul 7 13:00 PDT/16:00 EDT = Jul 8 06:00 AEST; pre-kickoff check 05:55 AEST showed ESPN status scheduled)",Self-selected best four including corners; regulation markets settle in 90 minutes plus stoppage unless a book explicitly says extra time included; qualify/advance markets include extra time and penalties.,"START-WINDOW RANKING: 1. Switzerland team total Under 2.5 goals (~86%); 2. Combined regulation total Under 3.5 goals (~78%); 3. Colombia or Draw in regulation / Colombia +0.5 (~66%); 4. Match corners Over 6.5 (~59%, playable at 6.5; lean only at 7.5; pass at 8.5+). Potential winner: Colombia lean, but exact regulation confidence capped; main scores 0-1, 1-1, 1-2, with Colombia to advance around 57-60%.","SETTLED FINAL: Switzerland 0, Colombia 0 after regulation and extra time; Switzerland advanced 4-3 on penalties. ESPN boxscore: Switzerland 7 shots/2 SOT/3 corners; Colombia 15 shots/3 SOT/7 corners; total corners 10.",SETTLED: listed 4-0. #1 Switzerland TT Under 2.5 WON; #2 regulation Under 3.5 WON; #3 Colombia or Draw / Colombia +0.5 WON because regulation drew 0-0; #4 corners Over 6.5 WON at 10. Potential winner/advance lean Colombia LOST.,4,0,8
PREDICTION_RESULTS_LOG_v3.md,307,2026-07-08,Baseball/KBO regular season,"Kiwoom Heroes @ KT Wiz, Suwon KT Wiz Park (Jul 8 18:30 KST = 19:30 AEST; cutoff 19:16-19:19 AEST start-window, KBO official game center not active yet)","User-listed full-game markets: Wiz ML, Heroes +2.5, Combined Total Over/Under 10.0 runs. KBO regular season; official final controls; tie/no-win and rain/no-game/shortened-game settlement rules matter; whole-number 10.0 total pushes at exactly 10 unless house rules differ.","START-WINDOW RANKING: 1. KT Wiz ML (~66%, better record, home field, stronger lineup and Logan Allen over Bae Dong-hyun), 2. Heroes +2.5 (~58%, wide baseball cushion in rain/wind-in conditions, but Kiwoom shutout/low-conversion risk keeps it behind ML), 3. Combined Total Under 10.0 runs (~56%, Allen current form, Kiwoom weak offense, wind in from RF and drizzle; push band at exactly 10), 4. Combined Total Over 10.0 runs (~39%, forced bottom, live only if Bae/relief traffic becomes a crooked-inning game). Potential winner: KT Wiz, projected 5-2 / 6-3 / 5-3; exact score band 7-9 total runs, with 10 a live push.","SETTLED FINAL: KT Wiz 7, Kiwoom Heroes 3. Sofascore line: Kiwoom 1-0-2-0-0-0-0-0-0 = 3; KT 0-2-1-1-1-0-2-0-X = 7; total 10. MyKBO live/final snippets matched 3-3 midgame and KT later scoring.",SETTLED: listed 1-1-2 with winner correct. #1 KT ML WON; #2 Heroes +2.5 LOST because KT won by 4; #3 Under 10.0 PUSH at exactly 10; #4 Over 10.0 PUSH at exactly 10. Potential winner KT WON.,1,1,8
PREDICTION_RESULTS_LOG_v3.md,308,2026-07-08,Rugby League/State of Origin Game 3,"Queensland Maroons vs New South Wales Blues @ Suncorp Stadium, Brisbane (Jul 8 20:05 AEST kickoff; pre-kickoff/live-blog check 19:40-19:44 AEST)","User-listed full-game handicap and total: Queensland -5.5, NSW +5.5, Combined Total Over/Under 44.5. State of Origin men's rugby league; official NRL final score controls spread/total; golden point or extra time, if used under competition rules/market rules, can affect full-game spread/total unless the book grades regulation only.","START-WINDOW RANKING: 1. Queensland -5.5 (~57%, home decider, stable spine, Game 2 second-half control and NSW selection churn), 2. Combined Total Under 44.5 (~54%, decider pressure and Origin Game I 42-point control path, but not a strong under), 3. Combined Total Over 44.5 (~46%, live after Game 2 total 68, but needs discipline/tempo to break open), 4. NSW +5.5 (~43%, forced bottom and live if Cleary/Moses/Tedesco keep it to one-score late). Potential winner: Queensland, projected about 24-18 / 26-18 / 28-16; main total band 40-46.","SETTLED FINAL: New South Wales 30, Queensland 12 at Suncorp Stadium. Guardian/Fox/ABC final reports and score centre confirmed NSW 30-12 and NSW series win.",SETTLED: listed 2-2 with top-pick loss and bottom-pick win penalty. #1 Queensland -5.5 LOST; #2 Under 44.5 LOST; #3 Over 44.5 WON; #4 NSW +5.5 WON outright. Potential winner Queensland LOST.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,309,2026-07-08,Tennis/Wimbledon men's singles quarter-final,"Taylor Fritz vs Alexander Zverev @ No.1 Court, All England Club, London (Jul 8 second on No.1 Court after Noskova-Mertens; pre-match check 23:26-23:35 AEST / 14:26-14:35 BST)","User-listed best-of-five set handicap and total games: Fritz -1.5 sets, Zverev +1.5 sets, Combined Total Games Over/Under 44.5. Wimbledon men's singles; best of five; completed games count, tiebreak sets normally count as 13 games for total-games settlement unless house rules say otherwise; retirement/walkover rules are book-specific and must be checked if relevant.","PRE-MATCH RANKING: 1. Combined Total Games Over 44.5 (~60%, past Wimbledon H2H and 2026 Halle meeting point to tight sets/four-plus sets), 2. Zverev +1.5 sets (~58%, broad route: Zverev win or Fritz 3-2; elite serve matchup makes a Zverev set very live), 3. Fritz -1.5 sets (~42%, live if Fritz grass/H2H edge translates to 3-0 or 3-1, but less safe than Fritz ML), 4. Combined Total Games Under 44.5 (~40%, forced bottom; wins on Fritz 3-0/efficient 3-1 or Zverev efficient win). Potential winner: Taylor Fritz slight lean, projected Fritz 3-2 or 3-1, with main score shapes 7-6 4-6 7-6 6-4 / 6-7 6-4 7-5 6-4 / 6-4 4-6 7-6 6-4.","SETTLED FINAL: Alexander Zverev beat Taylor Fritz 6-4, 6-4, 6-2 in 1h59. Total games 26.",SETTLED: listed 2-2 with top-pick loss and bottom-pick win penalty. #1 Over 44.5 LOST; #2 Zverev +1.5 WON; #3 Fritz -1.5 LOST; #4 Under 44.5 WON. Potential winner Fritz LOST.,2,2,8
PREDICTION_RESULTS_LOG_v3.md,310,2026-07-09,AFL Round 18,"Fremantle Dockers vs Sydney Swans @ Optus Stadium / Perth Stadium, Perth/Burswood (Jul 9 18:10 AWST = 20:10 AEST; pre-bounce check 19:58-20:02 AEST)","User-listed full-game handicap and total: Fremantle -14.5, Sydney +14.5, Combined Total Over/Under 173.5. AFL men's premiership season; official AFL/ESPN final score and quarter splits control spread/total.","PRE-BOUNCE RANKING: 1. Sydney Swans +14.5 (~58%, first-vs-second quality, Papley returns, Squiggle aggregate Fremantle margin only 12.79 and recent H2H tight/Swans-positive), 2. Combined Total Over 173.5 (~56%, Sydney L5/L10 totals 193.8/194.5, Fremantle L10 177.4, both have enough scoring ceiling), 3. Fremantle -14.5 (~48%, winner lean but cover needs margin above the public model aggregate and above several home top-opponent bands), 4. Combined Total Under 173.5 (~44%, live if Freo territory control and Optus winter/showers suppress Sydney, but lower than over). Potential winner: Fremantle, projected 93-82 / 96-84 / 91-80; main margin 8-16, main total 171-181.","SETTLED FINAL: Fremantle 15.21 (111), Sydney 10.13 (73). Quarter scores: Fremantle 0.5, 0.11, 6.16, 15.21; Sydney 3.6, 4.9, 7.12, 10.13. ESPN scoring table and AFL match report confirmed final and phase path; total 184, Fremantle won by 38.",SETTLED: listed 1-3 with top-pick loss and bottom-pick win penalty. #1 Sydney +14.5 LOST; #2 Over 173.5 WON; #3 Fremantle -14.5 WON; #4 Under 173.5 LOST. Potential winner Fremantle WON.,1,3,8
